County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clatsop,NW-2016-1192109,PSU16-09-16-Mn,16NWR09058,"Whale, humpback",Megaptera,novaeangliae,Validated,D. Duffield,Portland State University,Portland State University,NA,Arch Cape,OR,Pacific Ocean,"initially stranded at Falcon Cove; resurfaced at Short Sands Beach, OR (45.76301, -123.96977) on 9/20/2016",45.78878,decimal degrees,actual,-123.96977,actual,GPS,N,Y,2016-SEP-16,2016,SEP,16,Floating,NA,Advanced Decomposition,N,2016-SEP-17,2016,SEP,17,Advanced Decomposition,N,Male,Subadult,1160,cm,estimate,NA,NA,NA,Y,PSU,N,2016-SEP-22,2016,SEP,22,D'Alessandro et al.,NA,NA,Humpback whale,OR_Coast,46.02200622,-123.9503672,0.019402753,0.233226222,-123.96977,45.78878
Clatsop,NW-2009-1090861,PSU09-03-14-Pp,09NWR03022,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,Peter Iredale,46.16271,dd.dddd,NA,-123.97182,NA,GPS,N,CBD,2009-MAR-14,2009,MAR,14,Beach or Land,NA,Moderate Decomposition,N,2009-MAR-14,2009,MAR,14,Moderate Decomposition,N,Female,Adult,151.4,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-APR-17,2009,APR,17,Duffield and Barros,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.021452753,-0.140703778,-123.97182,46.16271
Clatsop,NW-2010-1129910,PSU10-12-29-Mn,10NWR12030,"Whale, humpback",Megaptera,novaeangliae,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,at Peter Iredale beach access,46.17558,dd.dddd,NA,-123.97913,NA,GPS,N,CBD,2010-DEC-29,2010,DEC,29,Beach or Land,NA,Mummified/Skeletal,N,2010-DEC-29,2010,DEC,29,Mummified/Skeletal,N,Unid,Adult,0,cm,estimate,0,lb,estimate,Y,PSU archive,N,NA,NA,NA,NA,NA,NA,NA,Humpback whale,OR_Coast,46.02200622,-123.9503672,0.028762753,-0.153573778,-123.97913,46.17558
Clatsop,NW-2013-1149208,PSU13-04-29-Pp,13NWR04023,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific,2.1 miles north of Del Rey access,46.07888,dd.dddd,actual,-123.93731,NA,GPS,N,Y,2013-APR-29,2013,APR,29,Beach or Land,NA,Moderate Decomposition,N,2013-APR-29,2013,APR,29,Moderate Decomposition,N,Female,Adult,180.2,cm,actual,0,kg,estimate,Y,PSU archive,N,2013-MAY-16,2013,MAY,16,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.013057247,-0.056873778,-123.93731,46.07888
Clatsop,NW-2012-1145896,PSU12-07-16-Pp,12NWR07039,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific,100 yards north of Sunset Beach access,46.09957,dd.dddd,actual,-123.94324,NA,GPS,N,CBD,2012-JUL-16,2012,JUL,16,Beach or Land,NA,Advanced Decomposition,N,2012-JUL-16,2012,JUL,16,Advanced Decomposition,N,Female,Calf,88.9,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-AUG-03,2012,AUG,3,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.007127247,-0.077563778,-123.94324,46.09957
Clatsop,NW-2012-1146492,PSU12-12-26-Pp,12NWR12021,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,0.8 mile north of Peter Iredale,46.18557,dd.dddd,actual,-123.98457,NA,GPS,N,CBD,2012-DEC-26,2012,DEC,26,Beach or Land,NA,Advanced Decomposition,N,2012-DEC-26,2012,DEC,26,Advanced Decomposition,N,Male,Adult,150,cm,actual,0,kg,estimate,Y,PSU archive,N,2012-DEC-30,2012,DEC,30,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.034202753,-0.163563778,-123.98457,46.18557
Clatsop,NW-2006-1056961,PSU06-01-15-Sc,06NWR01030,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Hammond,OR,Pacific Ocean,7/10 mile South of P. Iredale,46.16867,decimal degrees,NA,-123.97469,NA,Internet,N,Y,2006-JAN-15,2006,JAN,15,Beach or Land,NA,Fresh Dead,N,2006-JAN-15,2006,JAN,15,Fresh Dead,N,Male,Adult,215,cm,actual,0,lb,estimate,Y,PSU,N,2006-JAN-21,2006,JAN,21,Duffield / PSU Biology,NA,NA,Striped dolphin,OR_Coast,46.02200622,-123.9503672,0.024322753,-0.146663778,-123.97469,46.16867
Clatsop,NW-2004-1031844,HMSC04-C7,04NWR07029,"Porpoise, harbor",Phocoena,phocoena,Validated,HMSC Stranding Audix,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Arch Cape,OR,Pacific Ocean,Hug Point SP,NA,NA,NA,NA,NA,NA,NA,N,2004-JUL-11,2004,JUL,11,Beach or Land,NA,Alive,N,2004-JUL-11,2004,JUL,11,Alive,N,Male,Calf,31,in,actual,19,lb,actual,Y,NA,NA,2004-JUL-14,2004,JUL,14,"Brown, S.",NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,NA,NA,-123.9503672,46.02200622
Clatsop,NW-2014-1158437,PSU14-05-16B-Pp,14NWR05061,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,south of the Peter Iredale,46.17173,decimal degrees,actual,-123.97662,NA,GPS,N,Y,2014-MAY-16,2014,MAY,16,Beach or Land,NA,Moderate Decomposition,N,2014-MAY-16,2014,MAY,16,Moderate Decomposition,N,Male,Adult,139.5,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-MAY-22,2014,MAY,22,Duffield and Powell,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.026252753,-0.149723778,-123.97662,46.17173
Clatsop,NW-2013-1155475,PSU13-09-05-Pp,13NWR09104,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific,Indian Beach,45.92704,dd.dddd,actual,-123.97757,NA,GPS,N,Y,2013-SEP-05,2013,SEP,5,Beach or Land,NA,Moderate Decomposition,N,2013-SEP-05,2013,SEP,5,Moderate Decomposition,N,Male,Calf,101,cm,actual,0,kg,estimate,Y,PSU archived,N,2013-NOV-05,2013,NOV,5,Duffield et al,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.027202753,0.094966222,-123.97757,45.92704
Clatsop,NW-2017-1194186,PSU17-03-06-Pm,17NWR03003,"Whale, sperm",Physeter,macrocephalus,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Hammond,OR,Pacific Ocean,"1.4 miles north of the Peter Iredale Road access, Fort Stevens State Park",46.19332,decimal degrees,actual,-123.99044,actual,GPS,N,Y,2017-MAR-06,2017,MAR,6,Beach or Land,NA,Advanced Decomposition,N,2017-MAR-06,2017,MAR,6,Advanced Decomposition,N,Unid,Unid,1100,cm,estimate,NA,NA,NA,Y,PSU,N,NA,NA,NA,NA,NA,NA,NA,Sperm whale,OR_Coast,46.02200622,-123.9503672,0.040072753,-0.171313778,-123.99044,46.19332
Clatsop,NW-2009-1090853,PSU09-03-02-Pp,09NWR02026,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Arch Cape,OR,Pacific Ocean,Falcon Cove,45.79211,dd.dddd,NA,-123.96788,NA,GPS,N,CBD,2009-FEB-28,2009,FEB,28,Beach or Land,NA,Fresh Dead,N,2009-MAR-02,2009,MAR,2,Fresh Dead,N,Male,Subadult,139.5,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-MAR-08,2009,MAR,8,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.017512753,0.229896222,-123.96788,45.79211
Clatsop,NW-2016-1192143,PSU16-10-18-Sc,16NWR10023,"Dolphin, striped",Stenella,coeruleoalba,Validated,D. Duffield,Portland State University,Portland State University,NA,Hammond,OR,Pacific Ocean,1.6 miles north of Peter Iredale Road access,46.20149,decimal degrees,actual,-123.99523,NA,NA,N,CBD,2016-OCT-18,2016,OCT,18,Beach or Land,NA,Fresh Dead,N,2016-OCT-18,2016,OCT,18,Fresh Dead,N,Male,Subadult,208.5,cm,actual,NA,NA,NA,Y,PSU,N,2016-OCT-19,2016,OCT,19,Duffield and D'Alessandro,NA,NA,Striped dolphin,OR_Coast,46.02200622,-123.9503672,0.044862753,-0.179483778,-123.99523,46.20149
Clatsop,NW-2003-1001850,CRC497,03NWR08037,"Whale, Bairds beaked",Berardius,bairdii,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Seaside,OR,Pacific Ocean,NA,NA,NA,N,NA,N,NA,NA,N,2003-AUG-10,2003,AUG,10,Beach or Land,NA,Alive,N,2003-AUG-15,2003,AUG,15,Fresh Dead,Y,Female,Adult,1056,cm,actual,NA,NA,NA,Y,NA,NA,2003-AUG-15,2003,AUG,15,Cascadia Research and PSU,NA,NA,Bairds beaked whale,OR_Coast,46.02200622,-123.9503672,NA,NA,-123.9503672,46.02200622
Clatsop,NW-2014-1159837,HMSC14-07-15-Pp-2,14NWR07103,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Arch Cape,OR,Pacific Ocean,near Richmond St,45.784599,dd.dddd,NA,-123.96857,NA,Internet,N,CBD,2014-JUL-15,2014,JUL,15,Beach or Land,NA,Condition Unknown,Y,NA,NA,NA,NA,NA,N,Unid,Calf,0,cm,estimate,0,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"reportedly had umbillical cord attached, no other details, carcass could not be found by responder",NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.018202753,0.237407222,-123.96857,45.784599
Clatsop,NW-2016-1192157,PSU16-11-03-Pp,16NWR11007,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Crescent Beach at Ecola State Park,45.91006,decimal degrees,estimate,-123.96913,estimate,Internet,N,CBD,2016-NOV-03,2016,NOV,3,Beach or Land,NA,Mummified/Skeletal,N,2016-NOV-03,2016,NOV,3,Mummified/Skeletal,N,Unid,Unid,0,cm,estimate,NA,NA,NA,Y,PSU,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.018762753,0.111946222,-123.96913,45.91006
Clatsop,NW-2014-1159821,PSU14-06-29-Pp,14NWR06056,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific,Cove,45.9754,decimal degrees,actual,-123.94245,NA,GPS,N,Y,2014-JUN-23,2014,JUN,23,Beach or Land,NA,Advanced Decomposition,N,2014-JUN-23,2014,JUN,23,Advanced Decomposition,N,Male,Adult,141,cm,estimate,0,kg,estimate,Y,PSU archived,N,2014-JUL-02,2014,JUL,2,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.007917247,0.046606222,-123.94245,45.9754
Clatsop,NW-2004-1054335,PSU04-07-14PpB,04NWR07116,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,NA,46.18462,decimal degrees,estimate,-123.9845,estimate,Internet,N,CBD,2004-JUL-14,2004,JUL,14,Beach or Land,NA,Moderate Decomposition,N,2004-JUL-14,2004,JUL,14,Moderate Decomposition,N,Unid,Unid,0,cm,estimate,NA,NA,NA,Y,at PSU,N,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.034132753,-0.162613778,-123.9845,46.18462
Clatsop,NW-2017-1196447,PSU17-06-13B-Pp,17NWR06035,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,1.3 miles south of 10th Street access,46.01185,decimal degrees,actual,-123.92662,actual,GPS,N,Y,2017-JUN-13,2017,JUN,13,Beach or Land,NA,Advanced Decomposition,N,2017-JUN-13,2017,JUN,13,Advanced Decomposition,N,Male,Subadult,126.5,cm,actual,NA,NA,NA,Y,PSU,N,2017-JUL-02,2017,JUL,2,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.023747247,0.010156222,-123.92662,46.01185
Clatsop,NW-2009-1105495,PSU09-07-07-Pp,09NWR07124,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,150 yards east on walking trail,46.01529,dd.dddd,NA,-123.9278,NA,GPS,N,CBD,2009-JUL-07,2009,JUL,7,Beach or Land,NA,Moderate Decomposition,N,2009-JUL-07,2009,JUL,7,Moderate Decomposition,N,Male,Calf,87.8,cm,actual,0,lb,estimate,Y,PSU archive,N,2009-JUL-28,2009,JUL,28,Duffield,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.022567247,0.006716222,-123.9278,46.01529
Clatsop,NW-2006-1056939,PSU06-02-28-Pp,06NWR02028,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,10 th ave,46.0209833,decimal degrees,actual,-123.92936,actual,GPS,N,CBD,2006-FEB-28,2006,FEB,28,Beach or Land,NA,Moderate Decomposition,N,2006-FEB-28,2006,FEB,28,Moderate Decomposition,N,Male,Adult,144,cm,estimate,0,lb,estimate,Y,PSU,N,2006-MAR-16,2006,MAR,16,PSU / Biology,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.021007247,0.001022922,-123.92936,46.0209833
Clatsop,NW-2014-1158436,PSU14-05-16A-Pp,14NWR05060,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific,20th Ave,46.00706,decimal degrees,actual,-123.92953,NA,GPS,N,Y,2014-MAY-16,2014,MAY,16,Beach or Land,NA,Moderate Decomposition,N,2014-MAY-16,2014,MAY,16,Moderate Decomposition,N,Male,Adult,155,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-MAY-22,2014,MAY,22,Duffield and Powell,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020837247,0.014946222,-123.92953,46.00706
Clatsop,NW-2015-1179368,PSU15-08-19-Pp,15NWR08064,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific,Haystack Rock,45.88535,dd.dddd,estimate,-123.96724,NA,Internet,N,Y,2015-AUG-19,2015,AUG,19,Beach or Land,NA,Fresh Dead,N,2015-AUG-19,2015,AUG,19,Fresh Dead,N,Female,Calf,93.1,cm,actual,0,kg,NA,Y,PSU,N,2015-AUG-20,2015,AUG,20,Duffield and D'Alessandro,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.016872753,0.136656222,-123.96724,45.88535
Clatsop,NW-2010-1121659,PSU10-05-11-Ba,10NWR05040,"Whale, minke",Balaenoptera,acutorostrata,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,south jetty at Fort Stevens State Park,46.23003,dd.dddd,NA,-124.01902,NA,GPS,N,CBD,2010-MAY-11,2010,MAY,11,Beach or Land,NA,Moderate Decomposition,N,2010-MAY-11,2010,MAY,11,Moderate Decomposition,N,Male,Calf,386,cm,actual,0,lb,estimate,Y,PSU archive,N,2010-MAY-12,2010,MAY,12,Duffield et al,NA,NA,Minke whale,OR_Coast,46.02200622,-123.9503672,0.068652753,-0.208023778,-124.01902,46.23003
Clatsop,NW-2012-1200462,PSU12-06-25B-Pp,12NWR06167,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,12th Avenue,46.00173,decimal degrees,estimate,-123.92979,estimate,Internet,N,CBD,2012-JUN-25,2012,JUN,25,Beach or Land,NA,Mummified/Skeletal,N,2012-JUN-25,2012,JUN,25,Mummified/Skeletal,N,Male,Adult,0,cm,estimate,NA,NA,NA,Y,PSU,N,NA,NA,NA,NA,NA,"skull missing (possibly PSU12-06-24A-Pp skull); remaining animal skeletonized, except for penis and a patch of blubber and muscle; patch of muscle hemorrhagic-looking",NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020577247,0.020276222,-123.92979,46.00173
Clatsop,NW-2016-1193428,PSU16-12-12-Pp,16NWR12024,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,0.6 mile south of the 10th Street access,46.02214,decimal degrees,actual,-123.92981,actual,GPS,N,Y,2016-DEC-12,2016,DEC,12,Beach or Land,NA,Fresh Dead,N,2016-DEC-12,2016,DEC,12,Fresh Dead,N,Female,Subadult,129.5,cm,actual,NA,NA,NA,Y,PSU,N,2017-APR-13,2017,APR,13,Duffield et al.,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020557247,-0.000133778,-123.92981,46.02214
Clatsop,NW-2006-1056943,PSU06-03-04-Pp,06NWR03016,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,1 mile south of jetty,46.2184666,decimal degrees,actual,-124.00676,actual,GPS,N,Y,2006-MAR-04,2006,MAR,4,Beach or Land,NA,Moderate Decomposition,N,2006-MAR-04,2006,MAR,4,Moderate Decomposition,N,Male,Subadult,123.3,cm,actual,0,lb,estimate,Y,PSU,N,2006-MAR-17,2006,MAR,17,PSU / Biology,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.056392753,-0.196460378,-124.00676,46.2184666
Clatsop,NW-2012-1200461,PSU12-06-24A-Pp,12NWR06166,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Seaside,OR,Pacific Ocean,11th Avenue,46.0008,decimal degrees,estimate,-123.92994,estimate,Internet,N,CBD,2012-JUN-24,2012,JUN,24,Beach or Land,NA,Mummified/Skeletal,N,2012-JUN-24,2012,JUN,24,Mummified/Skeletal,N,Unid,Adult,0,cm,estimate,NA,NA,NA,Y,PSU,N,NA,NA,NA,NA,NA,only skull with a minimal amount of flesh on it recovered; skull possibly belongs to PSU12-06-25B-Pp (a headless skeleton first observed on 6/25/2012); staining on various areas of skull and on jaws,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020427247,0.021206222,-123.92994,46.0008
Clatsop,NW-2010-1121832,PSU10-07-09-Pp,10NWR07090,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,Falcon Cove,45.7821,decimal degrees,NA,-123.969,NA,GPS,N,CBD,2010-JUL-09,2010,JUL,9,Beach or Land,NA,Advanced Decomposition,N,2010-JUL-09,2010,JUL,9,Advanced Decomposition,N,Female,Calf,85.2,cm,actual,0,lb,estimate,Y,PSU archive,N,2010-AUG-18,2010,AUG,18,D'Alessandro et al,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,0.018632753,0.239906222,-123.969,45.7821
Clatsop,NW-2015-1200577,PSU15-08-02B-Pp,15NWR08123,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,1 mile south of 10th Street access,46.01538,decimal degrees,actual,-123.92997,actual,GPS,N,Y,2015-AUG-02,2015,AUG,2,Beach or Land,NA,Moderate Decomposition,N,2015-AUG-02,2015,AUG,2,Moderate Decomposition,N,Female,Subadult,120,cm,actual,NA,NA,NA,Y,PSU,N,2015-OCT-27,2015,OCT,27,Powell et al.,"suspected fishery interaction - broken rib, two hematomas in body, and a substantial amount of bloody fluid in thoracic cavity; granular texture and microadhesions throughout small intestines, forestomach, and main stomach; the animal had good body condition",NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020397247,0.006626222,-123.92997,46.01538
Clatsop,NW-2008-1077895,PSU08-05-04-Zip.cav,08NWR05005,"Whale, Cuviers beaked",Ziphius,cavirostris,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Cannon Beach,OR,Pacific Ocean,"Crescent Beach, north of Cannon Beach",45.91265,dd.dddd,NA,-123.96941,NA,GPS,N,CBD,2008-MAY-04,2008,MAY,4,Beach or Land,NA,Advanced Decomposition,N,2008-MAY-04,2008,MAY,4,Advanced Decomposition,N,Male,Adult,242,in,actual,0,lb,estimate,Y,PSU archive,N,2008-MAY-04,2008,MAY,4,Duffield,NA,NA,Cuviers beaked whale,OR_Coast,46.02200622,-123.9503672,0.019042753,0.109356222,-123.96941,45.91265
Clatsop,NW-2003-1199899,PSU03-11-26-Lo,03NWR11014,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,D. Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific Ocean,1 mile south of the Peter Iredale shipwreck,46.16438,decimal degrees,estimate,-123.97268,estimate,Internet,NA,Y,2003-NOV-26,2003,NOV,26,Beach or Land,NA,Moderate Decomposition,N,2003-NOV-26,2003,NOV,26,Moderate Decomposition,N,Female,Adult,170,cm,actual,NA,NA,NA,Y,PSU,NA,2005-MAY-03,2005,MAY,3,Duffield,NA,NA,Pacific white-sided dolphin,OR_Coast,46.02200622,-123.9503672,0.022312753,-0.142373778,-123.97268,46.16438
Clatsop,NW-2014-1157305,PSU14-02-19-Sc,14NWR02027,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific,5 mi south of access,46.02529,decimal degrees,actual,-123.93017,NA,GPS,N,N,2014-FEB-19,2014,FEB,19,Beach or Land,NA,Alive,N,2014-FEB-19,2014,FEB,19,Alive,N,Male,Adult,258,cm,actual,0,kg,estimate,Y,PSU archived,N,2014-FEB-21,2014,FEB,21,Duffield et al.,Complete pathology report attached to hard copy Level A,NA,Striped dolphin,OR_Coast,46.02200622,-123.9503672,-0.020197247,-0.003283778,-123.93017,46.02529
Clatsop,NW-2004-1054361,PSU04-10-23Pp,04NWR10077,"Porpoise, harbor",Phocoena,phocoena,Validated,D. Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,.25 mi N of Del Rey,46.0346,decimal degrees,estimate,-123.93032,estimate,NA,N,CBD,2004-OCT-23,2004,OCT,23,Beach or Land,NA,Moderate Decomposition,N,2004-OCT-23,2004,OCT,23,Moderate Decomposition,N,Unid,Unid,0,cm,estimate,NA,NA,NA,N,NA,N,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.020047247,-0.012593778,-123.93032,46.0346
Clatsop,NW-2016-1188627,PSU16-02-04-Sc,16NWR02009,"Dolphin, striped",Stenella,coeruleoalba,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Warrenton,OR,Pacific,0.5 mile south of the Peter Iredale Road access,46.16983,dd.dddd,actual,-123.97659,NA,GPS,N,CBD,2016-FEB-04,2016,FEB,4,Beach or Land,NA,Alive,N,2016-FEB-04,2016,FEB,4,Alive,N,Female,Adult,205,cm,actual,0,kg,NA,Y,PSU,N,2016-FEB-06,2016,FEB,6,D'Alessandro et al.,NA,NA,Striped dolphin,OR_Coast,46.02200622,-123.9503672,0.026222753,-0.147823778,-123.97659,46.16983
Clatsop,NW-2007-1074755,PSU07-07-14-Pp,07NWR07409,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Gearhart,OR,Pacific Ocean,Del Ray Beach; 3/4 mile north of Del Ray access,46.06755,decimal degrees,NA,-123.93474,NA,GPS,N,Y,2007-JUL-14,2007,JUL,14,Beach or Land,NA,Fresh Dead,N,2007-JUL-14,2007,JUL,14,Fresh Dead,N,Male,Subadult,135,cm,actual,69,lb,actual,Y,PSU archive,N,2007-JUL-25,2007,JUL,25,Duffield and Barros,"keith collected whole carcass and froze; extensive bruising on head and under jaw, on right mid lat thorax, blood in abdominal cavity; external marks, moderate pterygoid sinus worm infestation",HMSC07-07-15-Pp,Harbor porpoise,OR_Coast,46.02200622,-123.9503672,-0.015627247,-0.045543778,-123.93474,46.06755
