County,National.Database.Number,Field.Number,HI,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Island,NW-2009-1099859,09Pp09JulWI-01,,09NWR07040,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Useless Bay, Double Bluff Park beach approx 100 feet from steps to beach",47.98136,dd.dddd,estimate,-122.5145,dd.dddd,estimate,Internet,N,CBD,2009-JUL-09,2009,JUL,9,Beach or Land,NA,NA,Fresh Dead,N,2009-JUL-09,2009,JUL,9,Fresh Dead,N,Female,Calf,87,cm,actual,18.7,lb,2009-JUL-10,2009,JUL,10,Norman et al,"CPSMMSN received a call at 10:30 am from Karen Screicher reporting a dead porpoise on Double Bluff beach. She first reported it as an orca calf but from her description on the phone (3.5 -4 feet long, black and white) we thought it was more likely a Dall's porpoise calf. They discovered it 100 feet from the stairs to the beach at Double Bluff Park,Freeland wrapped in seaweed. They had plastic trash bags with them so packed it in the bags and left it near the steps while responders headed down to collect it. Upon examination,responders found a harbor porpoise calf in good condition. A few small scrapes and one cut, or possible scavenger peck on the left jaw and some skin beginning to peel.There was a foamy discharge coming from the blowhole. A small sample of that was collected in a syringe. The porpoise was put on ice in a large cooler awaiting necropsy scheduled for July 10. Necropsy July 10, 2009. Age neonate. 87 cm from tip of snout to fluke notch. Girth at front of dorsal fin: 46.9 cm. Blubber: dorsal 1 cm, lateral 1.3 cm, ventral 1.4 cm. Blubber samples frozen for Brad Hanson , MML, and Pace Labs for dioxin testing. Good post mortem condition. Scavenging on neck and left eye. Poor nutritional condition. Flukes and dorsal fin still folded. No parasites noted. Teeth not yet erupted. Pink tinged foam coming from blowhole.o Primary incision: thorax contained red-tinged clearish fluid, apprx 5 ml. Blubber yellow, icteric. Foam in airways. Trachea contained small amount yellow tinged foam. Lungs floated. Stomach contents: meconium. Collected and frozen. Bladder empty. Comments: caldftook breaths. Umbilical stump still attached. No evidence of nursing. Calf approx 1-2 days old. No gross visible signs of trauma, infection or other physical abnormalities. Cause of dearth:unknown. Complete sets of tissues collected frozen and formalin for analysis. Necropsy results from Dr. Norman: poor nutritional condition. Neonate had taken breath before expiring. Necropsy results from Dr. Raverty: the aspirated squames and meconiom are suggestive of fetal distress type syndrome and in conjunction with the lack of ingesta in the gastrointestinal tract, would have been sufficiently severe to account for the lack of this neonate. No microscopic indication of any infectious or inflammatory process.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.412672,0.165081233,-1.95E+14,47981358
Jefferson,NW-2009-1151256,CRC-1011,,09NWR09222,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Kalaloch,WA,Pacific Ocean,"Kalaloch, north of campground",47.63100,dd.dddd,actual,-124.3814,dd.dddd,actual,GPS,N,CBD,2009-SEP-16,2009,SEP,16,Beach or Land,NA,NA,Fresh Dead,N,2009-SEP-17,2009,SEP,17,Fresh Dead,N,Female,Adult,146,cm,actual,125,lb,2009-SEP-16,2009,SEP,16,CRC,Limited necropsy performed.,Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,0.616791658,0.209840697,-1243814,47631
Jefferson,NW-2009-1098755,041509-01,,09NWR04025,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend MSC Staff,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NMFS Alaska Regional Office,NW,United States,Port Townsend,WA,Pacific Ocean,Beach off memorial park,48.08538,dd.dddd,actual,-122.8687,dd.dddd,actual,GPS,N,N,2009-APR-14,2009,APR,14,NA,NA,NA,Fresh Dead,N,2009-APR-15,2009,APR,15,Fresh Dead,N,Unid,Unid,54,in,actual,90,lb,NA,NA,NA,NA,NA,Additional remarks on file with level A data at NOAA,Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,-0.895872342,-0.244542303,-122868736,48085383
Jefferson,NW-2009-1104277,WDFW2009-118,Confirmed,09NWR10039,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,WDFW/MMI,WDFW/MMI,NW,United States,NA,WA,Hood Canal,NW side of bridge,47.86490,dd.dddd,NA,-122.6370,dd.dddd,NA,Internet/Software,N,Y,2009-OCT-22,2009,OCT,22,Floating,NA,NA,Fresh Dead,N,2009-OCT-22,2009,OCT,22,Fresh Dead,N,Male,Calf,120,cm,Actual,30,kg,2009-OCT-22,2009,OCT,22,WDFW/MMI,Found floating dead off bridge. Lots of fishing in area for salmon. Tribal and non-tribal gillnets active in Area 8 until 23-Oct-09.,Harbor porpoise,NA,4.78E+14,-1.24E+14,-1.127608342,-0.024059303,-122637,478649
Jefferson,NW-2009-1151275,CRC-965,,09NWR08250,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Chimacum,WA,Puget Sound,Oak Bay,48.02040,dd.dddd,actual,-122.7309,dd.dddd,actual,GPS,N,N,2009-AUG-05,2009,AUG,5,Beach or Land,NA,NA,Fresh Dead,N,2009-AUG-05,2009,AUG,5,Fresh Dead,N,Male,Calf,92,cm,actual,11,kg,2009-AUG-10,2009,AUG,10,CRC,"Was picked up fresh, on ice until necropsy.",Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,-1.033708342,-0.179559303,-1227309,480204
Jefferson,NW-2009-1151274,CRC-962,,09NWR07193,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,WA,Strait of Juan de Fuca,30ft S of Old Ft Townsend State Park,48.12920,dd.dddd,actual,-123.3131,dd.dddd,actual,GPS,N,N,2009-JUL-29,2009,JUL,29,Beach or Land,NA,NA,Fresh Dead,N,2009-JUL-29,2009,JUL,29,Fresh Dead,N,Male,Calf,74,cm,actual,7,kg,2009-AUG-06,2009,AUG,6,CRC,Picked up by Chrissy & put on ice. JLH picked up & put in freezer for necropsy the following week.,Harbor porpoise,Inland_WA,4.78E+14,-1.24E+14,-0.451508342,-0.288359303,-1233131,481292
King,NW-2009-1091685,CRC-920,,09NWR03031,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Vashon Island,WA,Puget Sound,"KVI Beach, N end",47.42800,dd.dddd,NA,-122.4346,dd.dddd,NA,GPS,N,CBD,2009-MAR-31,2009,MAR,31,Beach or Land,NA,NA,Fresh Dead,N,2009-APR-01,2009,APR,1,Fresh Dead,N,Female,Subadult,106,cm,Actual,17.5,kg,2009-APR-01,2009,APR,1,CRC,"seen on 28 Mar, not reported until 31 Mar.",Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,-0.037026556,0.112743593,-1224346,47428
King,NW-2009-1091691,CRC-923,Confirmed,09NWR04019,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Kristin Wilkinson,NOAA,NOAA,NW,United States,Seattle,WA,Puget Sound,2936 Alki Ave SW,47.57800,dd.dddd,NA,-122.4150,dd.dddd,NA,Internet/Software,N,Y,2009-APR-26,2009,APR,26,Beach or Land,NA,NA,NA,N,2009-APR-27,2009,APR,27,Fresh Dead,N,Male,Subadult,128,cm,Actual,29,kg,2009-APR-27,2009,APR,27,CRC,Reported on 26 April. Washed out overnight but washed back in near the sampe spot. Kristin picked up on 27 April and transferred to WDFW for CRC to necropsy.,Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,-0.056626556,-0.037256407,-122415,47578
Kitsap,NW-2009-1104467,WDFW2009-083,Confirmed,09NWR08074,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,WDFW/MMI,WDFW/MMI,NW,United States,Kingston,WA,Puget Sound,Between Point No Point and the Kingston ferries,47.81100,dd.dddd,NA,-122.4832,dd.dddd,NA,Internet/Software,N,Y,2009-AUG-26,2009,AUG,26,Beach or Land,NA,NA,Alive,N,2009-AUG-26,2009,AUG,26,Fresh Dead,N,Female,Calf,85,cm,Actual,15,kg,2009-AUG-27,2009,AUG,27,WDFW/CRC,Repeated standings died during transport.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.2905,87916.59843,-2.22E+14,8.80E+14
Kitsap,NW-2009-1104273,WDFW2009-116,Confirmed,09NWR10037,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,WDFW/MMI,WDFW/MMI,NW,United States,Kingston,WA,Hood Canal,12476 NE Brigantirie Ct,47.78030,dd.dddd,NA,-122.4828,dd.dddd,NA,Internet/Software,N,Y,2009-OCT-20,2009,OCT,20,Beach or Land,NA,NA,Fresh Dead,N,2009-OCT-21,2009,OCT,21,Fresh Dead,N,Female,Adult,176,cm,Actual,73,kg,2009-OCT-21,2009,OCT,21,WDFW/MMI,Reported dead on beach 20-Oct-09. Picked up 21-Oct-09. Fishing boats and tribal gillnets 100 yards off location. Tribal gillnets and non-tribal purse seines active in Area 10 until 21-Oct-09.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.2909,87916.62913,-2.22E+14,8.80E+14
Kitsap,NW-2009-1104271,WDFW2009-115,Confirmed,09NWR10036,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,WDFW/MMI,WDFW/MMI,NW,United States,NA,WA,Hood Canal,SE side Hood Canal Bridge,47.85350,dd.dddd,NA,-122.6161,dd.dddd,NA,Internet/Software,N,Y,2009-OCT-20,2009,OCT,20,Floating,NA,NA,Fresh Dead,N,2009-OCT-21,2009,OCT,21,Fresh Dead,N,Female,Calf,109,cm,Actual,24.5,kg,2009-OCT-21,2009,OCT,21,WDFW/MMI,Found dead floating on SE side Hood Canal Bridge. Both tribal and non-tribal commercial fisheries occurring in area; gill nets active in Area 8 until 23-Oct-09. DOT secured animal until pick up. Used gaff to help secure carcass.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.1576,87916.55593,-2.22E+14,8.80E+14
Pacific,NW-2009-1105597,PSU09-08-11-Pp,,09NWR08168,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Long Beach,WA,Pacific Ocean,north of Long Beach access,46.36002,dd.dddd,NA,-124.0640,dd.dddd,NA,GPS,N,Y,2009-AUG-11,2009,AUG,11,Beach or Land,NA,NA,Moderate Decomposition,N,2009-AUG-11,2009,AUG,11,Moderate Decomposition,N,Male,Adult,142.2,cm,estimate,0,lb,2009-OCT-27,2009,OCT,27,Duffield et al,NA,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,0.001417987,0.097043954,-124063992,4636002
Pacific,NW-2009-1105023,PSU09-04-28-Pp,,09NWR04034,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Long Beach,WA,Pacific Ocean,3 miles north of Cranberry approach,46.43938,dd.dddd,NA,-124.0607,dd.dddd,NA,GPS,N,CBD,2009-APR-28,2009,APR,28,Beach or Land,NA,NA,Moderate Decomposition,N,2009-APR-30,2009,APR,30,Moderate Decomposition,N,Male,Adult,142,cm,actual,0,lb,2009-MAY-05,2009,MAY,5,Duffield and D'Alessandro,NA,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,-0.001924013,0.017683954,-12406065,4643938
Pacific,NW-2009-1105533,PSU09-07-27-Pp,,09NWR07143,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Long Beach,WA,Pacific Ocean,Long Beach access,46.37908,dd.dddd,NA,-124.0630,dd.dddd,NA,GPS,N,Y,2009-JUL-27,2009,JUL,27,Beach or Land,NA,NA,Moderate Decomposition,N,2009-JUL-27,2009,JUL,27,Moderate Decomposition,N,Female,Adult,161,cm,actual,0,lb,2009-AUG-01,2009,AUG,1,Duffield et al,NA,Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,0.000415987,0.077983954,-12406299,4637908
San Juan,NW-2009-1092435,2009-SJ012,,09NWR06002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,San Juan Island,WA,Pacific Ocean,Deadman Bay,48.51232,dd.dddd,estimate,-123.1452,dd.dddd,estimate,Internet,N,CBD,2009-JUN-03,2009,JUN,3,Beach or Land,NA,NA,Fresh Dead,N,2009-JUN-05,2009,JUN,5,Fresh Dead,N,Male,Yearling,98,cm,actual,20.4,kg,2009-JUN-06,2009,JUN,6,J Gaydos,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.230982162,-0.030883437,-1231451836,4851232
San Juan,NW-2009-1088419,2009-SJ001,,09NWR02020,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,Orcas Island,WA,Pacific Ocean,North Beach,48.71200,dd.dddd,actual,-122.9228,dd.dddd,actual,GPS,N,N,2009-FEB-17,2009,FEB,17,Beach or Land,NA,NA,Fresh Dead,N,2009-FEB-18,2009,FEB,18,Fresh Dead,N,Female,Adult,161,cm,actual,NA,NA,2009-FEB-18,2009,FEB,18,J. Gaydos,This harbor porpoise contained a fetus which was also necropsied and assigned the #2009-SJ001A.,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.008598562,-0.230563437,-1229228,48712
San Juan,NW-2009-1099475,2009-SJ090,,09NWR10002,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,Obstruction Island,WA,Pacific Ocean,Private beach on east side,48.59690,dd.dddd,estimate,-122.8041,dd.dddd,estimate,Internet,N,CBD,2009-OCT-04,2009,OCT,4,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,122,cm,estimate,NA,NA,NA,NA,NA,NA,NA,A photo of this stranded carcass was emailed to the Network a few days after it was discovered. No investigation.,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,-0.110055438,-0.115467437,-122804146,48596904
San Juan,NW-2009-1098197,2009-SJ074,,09NWR09001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,Blakely Island,WA,Pacific Ocean,Private property inside of Armitage Island,48.53752,dd.dddd,estimate,-122.7935,dd.dddd,estimate,Internet,N,CBD,2009-SEP-02,2009,SEP,2,Beach or Land,NA,NA,Fresh Dead,N,2009-SEP-02,2009,SEP,2,Fresh Dead,N,Female,Adult,161,cm,actual,NA,NA,2009-SEP-03,2009,SEP,3,J. Gaydos,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,-0.120698438,-0.056085437,-122793503,48537522
San Juan,NW-2009-1098201,2009-SJ082,,09NWR09002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,San Juan Island,WA,Pacific Ocean,Off Hannah Heights area,48.47722,dd.dddd,actual,-123.1160,dd.dddd,actual,GPS,N,N,2009-SEP-09,2009,SEP,9,Swimming,NA,NA,Alive,N,2009-SEP-09,2009,SEP,9,Fresh Dead,N,Male,Subadult,117,cm,actual,27.7,kg,2009-SEP-10,2009,SEP,10,J Gaydos,"This animal was ""attacked"" and eventually killed (after 40 minutes) by 3 members of the J-pod family of killer whales. Researchers on scene picked up the carcass after the whales left it behind and brought to in to be necropsied.",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.201768562,0.004216563,-12311597,4847722
San Juan,NW-2009-1096449,2009-SJ042,,09NWR07029,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,Lopez Island,WA,Pacific Ocean,Otis Perkins County Park,48.50910,dd.dddd,estimate,-122.9336,dd.dddd,estimate,Internet,N,CBD,2009-JUL-30,2009,JUL,30,Beach or Land,NA,NA,Fresh Dead,N,2009-AUG-02,2009,AUG,2,Fresh Dead,N,Female,Calf,85,cm,estimate,8.2,kg,2009-AUG-13,2009,AUG,13,J Gaydos,NA,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.019398562,-0.027663437,-1229336,485091
San Juan,NW-2009-1098263,2009-SJ073,,09NWR08023,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,San Juan Island,WA,Pacific Ocean,Private property on west side of island,48.49250,dd.dddd,estimate,-123.1125,dd.dddd,estimate,Internet,N,CBD,2009-AUG-31,2009,AUG,31,Beach or Land,NA,NA,Condition Unknown,Y,2009-AUG-31,2009,AUG,31,Moderate Decomposition,N,Unid,Subadult,0,cm,estimate,NA,NA,NA,NA,NA,NA,NA,"All that was left of this animal was the head, which was intact, connected to a partial ribcage that was primarily unfleshed.",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.198325562,-0.011063437,-123112527,484925
San Juan,NW-2009-1096537,2009-SJ043,,09NWR07030,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,United States,Dinner Island,WA,Pacific Ocean,Dinner Island in Griffin Bay,43.50670,dd.dddd,estimate,-123.0102,dd.dddd,estimate,Internet,N,N,2009-JUL-31,2009,JUL,31,Beach or Land,NA,NA,Fresh Dead,N,2009-AUG-19,2009,AUG,19,Fresh Dead,N,Male,Calf,88,cm,actual,11.5,kg,2009-AUG-19,2009,AUG,19,J Gaydos,This little carcass was in pristine condition.,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.095998562,4.974736563,-1230102,4.85E+14
Skagit,NW-2009-1099095,09Pp07AugSK-01,,09NWR08038,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Guemes Island,WA,Puget Sound,"Rosario Straits, SW part of Guemes Island",48.31800,dd.dddd,estimate,-122.3750,dd.dddd,estimate,Map,N,CBD,2009-AUG-07,2009,AUG,7,Beach or Land,NA,NA,Moderate Decomposition,N,2009-AUG-07,2009,AUG,7,Moderate Decomposition,N,Female,Calf,96,cm,actual,16.2,lb,2009-SEP-20,2009,SEP,20,Norman et al,"Carcass of dead harbor porpoise reported at the SW portion of Guemes Island on 8/6/09 in high tide area. SN responder retrieved the carcass by kayak and delivered it to Caroline Spehar in Anacortes, who kept it on ice overnight before delivering it to the SN freezer in Oak Harbor where it was frozen pending necropsy. Necropsy on Sept 20, 2009. Poor body condition. Generalized peeling of epidermis. Signs of scavenging. Right eye punctured. Teeth not erupted yet. Stomach contained a very small amount of sand, but otherwise empty. No parasites or heart worms found. Tissue collected for further analysis. Blubber samples frozen in foil and banked for dioxins/furans analysis. Skull retained for educational purposes. COD: No grossly visible signs of trauma or disease were noted. The cause of death is unknown at this point. Necropsy findings: Based on the age of the animal, it is difficult to resolve whether the suboptimal nutritional status may be related to in utero or possibly post partum malnutrition.",Harbor porpoise,Inland_WA,4.84E+14,-12236686604,0.00813396,0.089223942,-122375,48318
Snohomish,NW-2009-1098987,09-SN-012,,09NWR07036,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Unknown Unknown,NA,NMFS Alaska Regional Office,NW,United States,Mukilteo,WA,Pacific Ocean,Mkilteo state park south of picnic area,47.94333,dd.dddd,actual,-122.3081,dd.dddd,actual,Internet,N,CBD,2009-JUL-06,2009,JUL,6,NA,NA,NA,Alive,N,2009-JUL-06,2009,JUL,6,Alive,N,Unid,Calf,32,in,estimate,14,lb,NA,NA,NA,NA,NA,Additional remarks on file with level-A data,Harbor porpoise,Inland_WA,4.74E+14,-1.22E+14,-0.003218833,-0.527665333,-122308056,4.74E+14
Whatcom,NW-2009-1124958,09Pp02SepWH-10,,09NWR09211,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brown Carrasco,Whatcom Marine Mammal Stranding Network,Whatcom Marine Mammal Stranding Network,NW,United States,Lummi Island,WA,Puget Sound,Beached on rocks at the NW point of Lummi Island near Point Migley,48.74790,dd.dddd,NA,-122.7170,dd.dddd,NA,NA,N,Y,2009-SEP-02,2009,SEP,2,Beach or Land,NA,NA,Fresh Dead,N,2009-SEP-02,2009,SEP,2,Fresh Dead,N,Female,Calf,90,cm,actual,11.4,kg,2009-SEP-03,2009,SEP,3,"Etneir, Carrasco, Lowe, Burnett, Ryerson",Detailed photos from the necropsy are available and attached to the Level A at NOAA Seattle.,Harbor porpoise,Inland_WA,4.88E+13,-12255363235,NA,NA,-12255363235,4.88E+13
Clallam,NW-2010-1126554,CRC-1113,,10NWR08060,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bethany Diehl,Cascadia Research,Cascadia Research,NW,United States,Sequim,WA,Strait of Juan de Fuca,Dungeness Spit,48.17480,dd.dddd,NA,-123.1476,dd.dddd,NA,GPS,N,N,2010-AUG-17,2010,AUG,17,Beach or Land,NA,NA,Fresh Dead,N,2010-AUG-17,2010,AUG,17,Fresh Dead,N,Female,Calf,97,cm,Actual,11.75,kg,2010-AUG-18,2010,AUG,18,CRC,NA,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.048925701,0.000198086,-1231476,481748
Clallam,NW-2010-1139854,MKH-PP-10-1,,10NWR03045,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,MFM,Makah Fisheries Management,NW,United States,Neah Bay,WA,Pacific Ocean,Hobuck beach,48.33650,dd.dddd,NA,-124.6635,dd.dddd,NA,GPS,N,N,2010-MAR-30,2010,MAR,30,Beach or Land,NA,NA,Fresh Dead,N,2010-MAR-30,2010,MAR,30,Fresh Dead,N,Female,Adult,155,cm,Actual,NA,NA,2010-MAR-30,2010,MAR,30,MFM,Animal was heavily scavenged. Could not assess body condition. No gross signs of cause of death.,Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,0.466974299,-0.161501914,-1246635,483365
Clallam,NW-2010-1120639,CRC-1021,Confirmed,10NWR01025,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,PTMSC,PTMSC,NW,United States,Sequim,WA,Strait of Juan de Fuca,"Pt Williams boat ramp, Sequim",48.08800,dd.dddd,NA,-123.0425,dd.dddd,NA,GPS,N,Y,2010-JAN-04,2010,JAN,4,Beach or Land,NA,NA,Fresh Dead,N,2010-JAN-04,2010,JAN,4,Fresh Dead,N,Female,Subadult,112,cm,Actual,28,kg,2010-JAN-05,2010,JAN,5,CRC/WDFW,"PTMSC removed from beach, Josh picked up at their facility to bring back for necropsy",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,-1.154025701,0.086998086,-1230425,48088
Clallam,NW-2010-1126527,CRC-1048,,10NWR06074,Confirmed- Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,NA,Cascadia Research,Cascadia Research,NW,United States,La Push,WA,Pacific Ocean,1st beach,47.90230,dd.dddd,NA,-124.6313,dd.dddd,NA,Internet/Software,N,CBD,2010-JUN-14,2010,JUN,14,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,Moderate Decomposition,N,Unid,Unid,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Originally seen on 5-Jun-10, not reported until 14-Jun-10. Photos received 21-Jun-10. Examined via photos only",Harbor porpoise,Inland_WA,4.82E+14,-1.24E+14,0.434774299,0.272698086,-1246313,479023
